Insumo;Fecha;Consumo
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2022-03-01;-315.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2022-04-01;-945.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2022-05-01;1260.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2022-06-01;0.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2022-07-01;-60.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2022-08-01;-315.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2022-09-01;-590.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2022-10-01;735.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2022-11-01;-205.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2022-12-01;275.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2023-01-01;-275.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2023-02-01;195.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2023-03-01;0.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2023-04-01;0.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2023-05-01;-255.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2023-06-01;510.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2023-07-01;-255.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2023-08-01;0.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2023-09-01;-510.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2023-10-01;510.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2023-11-01;0.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2023-12-01;35.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2024-01-01;-490.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2024-02-01;-160.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2024-03-01;135.0
CATETER DE HISTEROSONOGRAFIA, 5Fr O 7FR. SE SOLICITA TAMAÑO  5FR Y BALON DE 3CC;2024-04-01;-50.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2022-01-01;0.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2022-02-01;-60550.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2022-03-01;-237650.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2022-04-01;-193600.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2022-05-01;240600.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2022-06-01;-37700.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2022-07-01;-72400.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2022-08-01;-60200.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2022-09-01;45850.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2022-10-01;292300.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2022-11-01;-146800.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2022-12-01;314600.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2023-01-01;-16950.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2023-02-01;161500.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2023-03-01;-277000.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2023-04-01;156000.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2023-05-01;-175500.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2023-06-01;181500.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2023-07-01;-208450.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2023-08-01;-28350.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2023-09-01;-201100.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2023-10-01;127050.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2023-11-01;-58150.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2023-12-01;21800.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2024-01-01;-170000.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2024-02-01;-68400.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2024-03-01;42400.0
CATETER INTRAVENOSO DE BIOSEGURIDAD 1. Catéter con sistema de seguridad de retracción automática al extraer la guía o aguja ;2024-04-01;-36800.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2022-01-01;0.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2022-02-01;-2650.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2022-03-01;-14730.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2022-04-01;-10230.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2022-05-01;12210.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2022-06-01;-550.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2022-07-01;-600.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2022-08-01;-2615.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2022-09-01;-5630.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2022-10-01;6495.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2022-11-01;-2215.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2022-12-01;7965.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2023-01-01;9885.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2023-02-01;6315.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2023-03-01;996.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2023-04-01;-3596.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2023-05-01;-7767.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2023-06-01;13427.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2023-07-01;-7164.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2023-08-01;-600.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2023-09-01;-13528.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2023-10-01;14546.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2023-11-01;-314.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2023-12-01;915.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2024-01-01;-7930.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2024-02-01;200.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2024-03-01;6807.0
CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE);2024-04-01;-198.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2022-01-01;0.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2022-02-01;-3550.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2022-03-01;-11465.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2022-04-01;-10945.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2022-05-01;14006.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2022-06-01;-650.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2022-07-01;-150.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2022-08-01;-3414.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2022-09-01;-6528.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2022-10-01;9092.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2022-11-01;2986.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2022-12-01;15014.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2023-01-01;-3164.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2023-02-01;5064.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2023-03-01;-28019.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2023-04-01;27819.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2023-05-01;-8014.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2023-06-01;16028.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2023-07-01;-8314.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2023-08-01;-600.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2023-09-01;-16228.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2023-10-01;14214.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2023-11-01;714.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2023-12-01;850.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2024-01-01;-8514.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2024-02-01;200.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2024-03-01;7464.0
CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ;2024-04-01;-200.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2022-01-01;0.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2022-02-01;0.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2022-03-01;-148.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2022-04-01;-444.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2022-05-01;604.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2022-06-01;0.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2022-07-01;0.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2022-08-01;-151.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2022-09-01;-302.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2022-10-01;365.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2022-11-01;-72.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2022-12-01;124.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2023-01-01;-142.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2023-02-01;142.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2023-03-01;356.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2023-04-01;-356.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2023-05-01;-142.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2023-06-01;284.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2023-07-01;-142.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2023-08-01;0.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2023-09-01;-384.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2023-10-01;224.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2023-11-01;0.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2023-12-01;-38.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2024-01-01;-286.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2024-02-01;-54.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2024-03-01;0.0
"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")";2024-04-01;0.0
COBERTOR PARA SILLETA (PALETA);2022-01-01;0.0
COBERTOR PARA SILLETA (PALETA);2022-02-01;-200.0
COBERTOR PARA SILLETA (PALETA);2022-03-01;-6200.0
COBERTOR PARA SILLETA (PALETA);2022-04-01;-16800.0
COBERTOR PARA SILLETA (PALETA);2022-05-01;41400.0
COBERTOR PARA SILLETA (PALETA);2022-06-01;-1000.0
COBERTOR PARA SILLETA (PALETA);2022-07-01;-3000.0
COBERTOR PARA SILLETA (PALETA);2022-08-01;-9350.0
COBERTOR PARA SILLETA (PALETA);2022-09-01;-18700.0
COBERTOR PARA SILLETA (PALETA);2022-10-01;18650.0
COBERTOR PARA SILLETA (PALETA);2022-11-01;-7000.0
COBERTOR PARA SILLETA (PALETA);2022-12-01;7000.0
COBERTOR PARA SILLETA (PALETA);2023-01-01;-7000.0
COBERTOR PARA SILLETA (PALETA);2023-02-01;7000.0
COBERTOR PARA SILLETA (PALETA);2023-03-01;0.0
COBERTOR PARA SILLETA (PALETA);2023-04-01;0.0
COBERTOR PARA SILLETA (PALETA);2023-05-01;-7000.0
COBERTOR PARA SILLETA (PALETA);2023-06-01;14000.0
COBERTOR PARA SILLETA (PALETA);2023-07-01;-7000.0
COBERTOR PARA SILLETA (PALETA);2023-08-01;0.0
COBERTOR PARA SILLETA (PALETA);2023-09-01;-14000.0
COBERTOR PARA SILLETA (PALETA);2023-10-01;24200.0
COBERTOR PARA SILLETA (PALETA);2023-11-01;0.0
COBERTOR PARA SILLETA (PALETA);2023-12-01;-100.0
COBERTOR PARA SILLETA (PALETA);2024-01-01;-9750.0
COBERTOR PARA SILLETA (PALETA);2024-02-01;0.0
COBERTOR PARA SILLETA (PALETA);2024-03-01;-2450.0
COBERTOR PARA SILLETA (PALETA);2024-04-01;-5950.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2022-01-01;0.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2022-02-01;-20000.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2022-03-01;-2284137.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2022-04-01;-6791411.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2022-05-01;8758548.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2022-06-01;-3000.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2022-07-01;58800.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2022-08-01;-2226037.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2022-09-01;-4396874.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2022-10-01;15334559.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2022-11-01;-4464124.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2022-12-01;4262924.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2023-01-01;-4429224.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2023-02-01;4268024.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2023-03-01;0.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2023-04-01;-129600.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2023-05-01;-4628274.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2023-06-01;3711924.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2023-07-01;-295075.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2023-08-01;-279275.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2023-09-01;-7886148.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2023-10-01;-6608631.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2023-11-01;-170725.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2023-12-01;-133173.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2024-01-01;-366950.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2024-02-01;-231796.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2024-03-01;-41498.0
CONECTOR O EQUIPO PARA INFUSIÓN DE SOLUCIÓN PARENTERAL, CON DOS FILTRO .;2024-04-01;-83345.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2022-01-01;0.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2022-02-01;-250.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2022-03-01;-1676.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2022-04-01;-4596.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2022-05-01;5222.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2022-06-01;-630.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2022-07-01;-30.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2022-08-01;-1118.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2022-09-01;-2296.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2022-10-01;1918.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2022-11-01;-96.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2022-12-01;-306.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2023-01-01;-1390.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2023-02-01;-344.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2023-03-01;0.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2023-04-01;-668.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2023-05-01;-172.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2023-06-01;60.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2023-07-01;-30.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2023-08-01;0.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2023-09-01;0.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2023-10-01;30.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2023-11-01;0.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2023-12-01;90.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2024-01-01;300.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2024-02-01;-450.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2024-03-01;60.0
CUCHILLETE ESPATULADO ESTILO CRESCENT ;2024-04-01;-30.0
"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):";2022-01-01;0.0
"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):";2022-02-01;-372.0
"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):";2022-03-01;-9408.0
"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):";2022-04-01;-26196.0
"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):";2022-05-01;33792.0
"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):";2022-06-01;-1480.0
"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):";2022-07-01;23816.0
"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):";2022-08-01;-16580.0
"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):";2022-09-01;-26512.0
"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):";2022-10-01;39508.0
"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):";2022-11-01;-13616.0
"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):";2022-12-01;13184.0
"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):";2023-01-01;-13628.0
"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):";2023-02-01;10612.0
"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):";2023-03-01;-48796.0
