CODIGO,DESCRIPCI‡N,PRECIO UNITARIO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA JULIO, CANTIDAD EXISTENCIA ALMACêN CDDI JULIO,CANTIDAD EXISTENCIA ALMACêN CDCH JULIO,TOTAL DE EXISTENCIAS  DISPONIBLES    JULIO,MONTO DE EXISTENCIAS EN B/.,,
209062701,"SUTURA NYLON MONOFILAMENTO, CALIBRE 3-0 Con longitud 75 cm. con aguja de 24 mm., 3/8 circulo, punta cortantes reverso estÇril.",0.47 ,0 ,0 ,0 ,0,0.00,,
209062704,"SUTURA: NYLON MONOFILAMENTO, CALIBRE 4-0",0.50 ,0 ,0 ,0 ,0,0.00,,
209062902,SUTURA NYLON MONOFILAMENTO CALIBRE 10-0.      ,5.98 ,0 ,0 ,0 ,0,0.00,,
209063300,"SUTURA: NYLON MONOFILAMENTO, SE SOLICITA CALIBRE 6-0",1.25 ,0 ,0 ,0 ,0,0.00,,
209063306,"SUTURA: NYLON MONOFILAMENTO, CALIBRE 5-0, LONGITUD 45 CM., AGUJA DE 19 MA 20 MM., ? C÷RCULO, PUNTA CORTANTE. ",0.85 ,0 ,0 ,0 ,0,0.00,,
209063308,"SUTURA: POLIPROPILENO MONOFILAMENTO, CALIBRE 7-0",2.65 ,0 ,"1,344 ",0 ,"1,344","3,555.89",,
209063313,"SUTURA MONOFILAMENTO POLIDIOXANONA CALIBRE 4-0 Descripci¢n del producto: Sutura Monofilamento de Polidioxanona recubierta de triclosan ,incolora,    (SE SOLICITA: calibre 4-0,longitud 45cm, aguja de 19mm,3/8 circulo,punta cortante.)",7.11 ,0 ,0 ,0 ,0,0.00,,
209063317,SUTURA MONOFILAMENTO POLIDIOXANONA  CALIBRE 1 SE SOLICITA CON AGUJA 36.4MM Y LONGITUD DE 70 CM                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,17.78 ,0 ,0 ,0 ,0,0.00,,
209063318,"SOLUCION ADHESIVA TOPICA PARA LA SUTURA DE LA PIEL  (SE SOLICITA DE 0.5ML
ESTERIL DE USO UNICO, EN ENVASE BURBUJA CON PUNTA, APLICADOR, DE FORMULACION MONOMETRICA DE (2
OCTIL CIANOACRILATO) Y CON BARRERA MICROBIAL DE 0.25ML,0.50ML,0.75ML DE LIQUIDO ADHESIVO.)",42.63 ,0 ,0 ,0 ,0,0.00,,
209063402,"SUTURA: µCIDO POLIGLIC‡LICO TRENZADO, CALIBRE  0, SE SOLICITA AGUJA DE 26 MM LONGITUD 75CM",1.37 ,0 ,0 ,0 ,0,0.00,,
209063404,"SUTURA: ACIDO POLIGLICOLICO TRENZADO, CALIBRE 0, LONGITUD 70 CM. AGUJA DE 37 MM. GRUESA 1/2 CIRCULO, PUNTA REDONDA ESTERIL. ",1.32 ,0 ,0 ,0 ,0,0.00,,
209063406,"SUTURA: ACIDO POLIGLICOLICO TRENZADO, CALIBRE 1, SE SOLICITA AGUJA DE 35 MM. LONGITUD 70CM",1.30 ,0 ,0 ,0 ,0,0.00,,
209063500,"SUTURA: µCIDO POLIGLIC‡LICO TRENZADA, CALIBRE 2-0",1.59 ,0 ,0 ,0 ,0,0.00,,
209063504,"SUTURA: µCIDO POLIGLIC‡LICO TRENZADO, CALIBRE 1 LONGITUD 67 A 75 CM. AGUJA DE 35 A 37 MM., 1/2 C÷RCULO, PUNTA REDONDA GRUESA.                                                                                              SOLICITAMOS: AGUJA CALIBRE 36MM LONG 70CM ",1.39 ,0 ,0 ,0 ,0,0.00,,
209063509,"SUTURA ACIDO POLIGLICOLICO TRENZADO, CALIBRE 4-0, SE SOLICITA AGUJA 19MM, 3/8 CIRCULO PUNTA CORTANTE ESTERIL, LONGITUD 45CM",1.38 ,0 ,0 ,0 ,0,0.00,,
209063510,"SUTURA: ACIDO POLIGLIC‡LICO TRENZADO, CALIBRE 4-0",1.36 ,0 ,0 ,0 ,0,0.00,,
209063513,"SUTURA: µCIDO POLIGLIC‡LICO TRENZADO, CALIBRE 3-0 ",1.58 ,48 ,0 ,36 ,84,132.72,,
209063802,"SUTURA ACIDO POLIGLICOLICO TRENZADO, SE SOLICITA CALIBRE 6-0",6.67 ,0 ,0 ,0 ,0,0.00,,
209064000,SUTURA: SEDA NEGRA TRENZADA SILICONIZADA CALIBRE 0,0.91 ,0 ,0 ,0 ,0,0.00,,
209064200,SUTURA: SEDA NEGRA TRENZADA SILICONIZADA CALIBRE 1.,0.87 ,"4,248 ",0 ,0 ,"4,248","3,674.52",,
209064201,"SUTURA: SEDA NEGRA TRENZADA SILICONIZADA, CALIBRE 1,  SE SOLICITA   LONGITUD 75CM.,  10 HEBRAS",1.59 ,0 ,0 ,0 ,0,0.00,,
209064400,"SUTURA: SEDA NEGRA TRENZADA SILIC‡N IZADA CALIBRE 2.0, SE SOLICITA LONGITUD 75CM, 10 HEBRAS",0.91 ,0 ,0 ,0 ,0,0.00,,
209064500,"SUTURA: SEDA NEGRA TRENZADA SILICONIZADA CALIBRE 2.0, SE SOLICITA DE LONGITUD 75CM",0.81 ,"12,012 ",0 ,0 ,"12,012","9,729.72",,
209064600,"SUTURA: SEDA NEGRA TRENZADA SILIC‡NIZADA, CALIBRE 3-0",1.08 ,0 ,0 ,0 ,0,0.00,,
209064701,"SUTURA: SEDA NEGRA TRENZADA SILICONIZADA, CALIBRE 3-0",0.50 ,0 ,0 ,0 ,0,0.00,,
209064800,SUTURA: SEDA NEGRA TRENZADA SILICONIZADA CALIBRE 3.0   SE SOLICITA AGUJA DE 22 MM,1.75 ,0 ,0 ,0 ,0,0.00,,
209065300,"SUTURA: SEDA NEGRA TRENZADA SILICONIZADA, CALIBRE 4-0, LONGITUD 45cm, AGUJA DE 12 A 13mm, ? C÷RCULO, PUNTA CORTANTE, ESTêRIL",0.72 ,0 ,0 ,0 ,0,0.00,,
209065500,"SUTURA: SEDA NEGRA TRENZADA  SILICONIZADA, CALIBRE 6-0. SE SOLICITA LONGITUD 45 CM.  AGUJA DE 11 A 12 MM., 3/8 CIRCULO, PUNTA CORTANTE",1.28 ,0 ,576 ,0 ,576,737.28,,
209066101,"SUTURA: POLIPROPILENO MONOFILAMENTO CALIBRE 3-0, DE LONGITUD 90CM, DOBLE AGUJA DE 25 - 26MM, 1/2 C÷RCULO PUNTA REDONDA ESTêRIL",1.65 ,0 ,864 ,0 ,864,"1,421.28",,
209069700,PLANCHA DE CAUTERIO DESECHABLE,3.29 ,0 ,0 ,0 ,0,0.00,,
209076301,"APOSITO PROTECTOR, SE SOLICITA TAMA•O 10CM X 10CM",16.81 ,0 ,0 ,0 ,0,0.00,,
209076401,"APOSITO DE ESPUMA, se solicita Tama§os con borde 15 CM X 20 CM",38.70 ,"1,150 ",400 ,0 ,"1,550","59,985.00",,
209076501,"APOSITO DE ESPUMA, se solicita Tama§os sin borde 12.5CM X 12.5CM",26.50 ,300 ,0 ,0 ,300,"7,950.00",,
209076601,"APOSITO DE ESPUMA, se solicita Tama§os SIN BORDEN 20CM X 20CM",47.80 ,850 ,0 ,0 ,850,"40,630.00",,
209076701,"CAPA POROSA O BIOMATRIZ, SE SOLICITA TAMA•O 10 cm x 10 cm, con 420 agujeros de 1600 micrones.",60.00 ,"7,920 ","3,640 ",400 ,"11,960","717,600.00",,
209077401,"SOLUCI‡N PARA LAVADO, IRRIGACI‡N Y DESBRIDAMIENTO DE HERIDAS, se solicita Botella con tapa rosca 500ml",25.00 ,0 ,176 ,0 ,176,"4,400.00",,
209077501,"SOLUCI‡N PARA LAVADO, IRRIGACI‡N Y DESBRIDAMIENTO DE HERIDAS, se solicita, Dispensador en aerosol con tapa atomizador 250 ml",20.25 ,0 ,16 ,0 ,16,324.00,,
209077601,"SOLUCI‡N PARA LAVADO, IRRIGACI‡N Y DESBRIDAMIENTO DE HERIDAS, se solicita tama§o en bolsas con puerto de irrigaci¢n de 1000 ml.",62.41 ,0 ,0 ,0 ,0,0.00,,
209077701,"SOLUCI‡N PARA LAVADO, IRRIGACI‡N Y DESBRIDAMIENTO DE HERIDAS, SE SOLICITA EL TAMA•O Compresa presaturada Empaque individual de gasa de 8 capas de 10 cm x 10 cm.",6.91 ,0 ,0 ,0 ,0,0.00,,
209077801,"SOLUCI‡N PARA LAVADO, IRRIGACI‡N Y DESBRIDAMIENTO DE HERIDAS SE SOLICITA, Gel Dispensador en spray aerosol 100 g.",47.51 ,0 ,0 ,0 ,0,0.00,,
209091701,"ESPUMA DE POLIURETANO (PU) CON SISTEMA DE CONTROL DE CARGA DE TRANSPIRACI‡N CONTINUA, se solicita 4"" x 5"" (10.2 cm x 12.7 cm)",28.90 ,0 ,0 ,0 ,0,0.00,,
209091801,"ESPUMA DE POLIURETANO (PU) CON SISTEMA DE CONTROL DE CARGA DE TRANSPIRACI‡N CONTINUA, se solicita ""8x8""(20.3 cm x 20.3 cm)",73.42 ,0 ,0 ,0 ,0,0.00,,
209091901,"ESPUMA DE POLIURETANO CON SISTEMA DE CONTROL DE CARGA IMPERMEABLE, se solicita ""4 x 5"" (10.2cm x 12.7 cm)",27.80 ,0 ,0 ,0 ,0,0.00,,
209092001,"ESPUMA DE POLIURETANO CON SISTEMA DE CONTROL DE CARGA IMPERMEABLE, se solicita ""8x8""(20.3 cm x 20.3 cm)",73.42 ,0 ,120 ,0 ,120,"8,810.40",,
209092101,"ESPUMA DE ALCOHOL POLIVINILICO CON SISTEMA DE CONTROL DE CARGA,    (SE SOLICITA ,EXUDADO MODERADO SIN PEL÷CULA DE RETENCI‡N DE HUMEDAD 15.2 cm x 15.2 cm (6? x 6?).",14.61 ,"10,150 ",780 ,580 ,"11,510","168,161.10",,
209092201,"ESPUMA DE ALCOHOL POLIVINILICO CON SISTEMA DE CONTROL DE CARGA,      (SE SOLICITA PARA TUNELIZACION DE 9 mm (1.2g)",14.61 ,680 ,"1,930 ",740 ,"3,350","48,943.50",,
209092301,"ESPUMA DE ALCOHOL POLIVINILICO CON SISTEMA DE CONTROL DE CARGA,     (SE SOLICITA, EXUDADO MODERADO SIN PEL÷CULA DE RETENCI‡N DE HUMEDAD, TAMA•O 10.2 cm x 10.2 cm  x 1.29 cm (4"" x 4"" x 0.5"")",56.25 ,0 ,"1,760 ",0 ,"1,760","99,000.00",,
209092401,"ESPUMA DE ALCOHOL POLIVINILICO CON SISTEMA DE CONTROL DE CARGA,    ( SE SOLICITA , EXUDADO ABUNDANTE SIN PEL÷CULA DE RETENCI‡N DE HUMEDAD TAMA•O De forma isla adherente de 10.2 cm x 12 cm (4"" x 4.75"") y espuma de 5 cm x 7 cm (2"" x 2.75"").",34.98 ,0 ,0 ,960 ,960,"33,580.80",,
209094100,CUCHILLA PARA PODADORA DE VELLOS Y CABELLOS CON SISTEMA OSCILANTE (Ofrecer Nueva Tecnologia) SE SOLICITAN UN MINIMO DE 100,3.11 ,"16,950 ","3,200 ",0 ,"20,150","62,565.75",,
209100700,ESPECULO VAGINAL (SE SOLICITA TAMA•O CHICO),0.22 ,0 ,0 ,0 ,0,0.00,,
209100701,ESPECULO VAGINAL (SE SOLICITA TAMA•O MEDIANO),1.24 ,0 ,0 ,200 ,200,247.00,,
209100702,ESPECULO VAGINAL (SE SOLICITA TAMA•O GRANDE)  ,1.23 ,"34,200 ","2,800 ","2,700 ","39,700","48,831.00",,
209111100,"SUTURA µCIDO POLIGLICOLICO TENZADO, SE SOLICITA CALIBRE 3-0",0.94 ,"69,840 ",396 ,144 ,"70,380","66,080.49",,
209111200,SUTURA DE µCIDO POLIGLIC‡LICO CALIBRE 0 DE 60-75CM DE LONGITUD.,3.35 ,0 ,0 ,0 ,0,0.00,,
209111300,"MATRIZ EXTRACELULAR TRIDIMENSIONAL, SE SOLICITA 7 x 20CM, MALLA",295.60 ,360 ,0 ,0 ,360,"106,416.00",,
209111600,"MATRIZ DE CELULOSA OXIDADA REGENERADA Y COL∑GENO, SE SOLICITA TAMA•O 123 CENTIMETROS CUADRADOS.                                                                                                                                                                                                                                                                      ",54.80 ,0 ,0 ,0 ,0,0.00,,
209112500,INSTRUMENTO O PINZA CURVA PARA FUSION DE TEJIDOS PARA ELECTROCAUTERIO MULTIMODAL O BIPOLAR AVANZADO (CIRUGIA ABIERTA) DESECHABLE,625.00 ,0 ,96 ,0 ,96,"60,000.00",,
209112600,PINZA LAPARASCOPICA DE 10 MM CON CORTE INCORPORADO PARA SELLADO DE VASOS SANGUINEOS MEDIANTE PRESION.                                                                                                                                                         ,404.75 ,0 ,0 ,0 ,0,0.00,,
209112700,"LAPIZ PARA ELECTROCAUTERIO MULTIMODAL (CORTE,DISECCION Y COAGULACION)                                                                                                                                                                                                                                                             ",43.21 ,0 ,0 ,0 ,0,0.00,,
209112800,"PINZA PARA FUSION DE TEJIDOS Y DISECCION MONOPOLAR DE 5MM LAPARASCOPICA PARA ELECTROCAUTERIO MULTIMODAL, Se Solicita de 37 Long, mandibula curva. ",846.54 ,0 ,0 ,0 ,0,0.00,,
209112900,PINZA LAPARASCOPICA DE 5 MM CON CORTE INCORPORADO PARA SELLADO DE VASOS SANGUINEOS MEDIANTE PRESION.                                                                                                                              ,587.50 ,0 ,68 ,0 ,68,"39,950.00",,
209113300,"TROCAR PARA CIRUGIA LAPAROSCOPICA DE 2MM A 15MM DE DIAMETRO, PUNTA CORTANTE DESECHABLE CON PROTECCION ACTIVA Y REDUCTOR INCORPORADO",64.62 ,818 ,18 ,0 ,836,"54,022.32",,
209113400,INSTRUMENTO PARA PROLAPSO RECTAL Y HEMORROIDES,199.50 ,152 ,48 ,0 ,200,"39,900.00",,
209113500,TROCAR PARA CIRUGIA LAPAROSCOPICA  DE 5MM A 12MM DE DIAMETRO CON SISTEMA DE ANCLAJE (TIPO HASSAN O TêCNICA ABIERTA) PUNTA ROMA DESECHABLE.                                             ,68.35 ,0 ,0 ,0 ,0,0.00,,
209113600,"MALLA TRI-LAMINADA DELGADA.  (SE SOLICITA TAMA•O 8"" X 12"" (20 X 30cm))","1,651.43 ",0 ,0 ,0 ,0,0.00,,
209113700,HEMOSTATICO ABSORVIBLE DE TEXTURA ALGODONOSA            (SE SOLICITA: TAMA•O: 2.5 X 5CM),110.00 ,0 ,0 ,0 ,0,0.00,,
209119500,SUTURA MONOFILAMENTO POLIDIOXANONA  CALIBRE 1  (SE SOLICITA AGUJA  70MM ),19.70 ,0 ,0 ,0 ,0,0.00,,
209119600,"SUTURA MONOFILAMENTO SINTETICO ABSORBIBLE, SE SOLICITA CALIBRE 5-0",1.56 ,"46,560 ",804 ,0 ,"47,364","73,858.95",,
209119700,"SUTURA: MONOFILAMENTO SINTETICO ABSORBIBLE, CALIBRE 4-0 ",1.37 ,"1,776 ","1,908 ",252 ,"3,936","5,382.76",,
209119900,"CANULA DE ASPIRACION TIPO YANKEUER. SE SOLICITA TIPO RIGIDA DE ADULTO de 12"" y tuberia de 72"" o MAS",1.55 ,0 ,0 ,0 ,0,0.00,,
209125001,"SISTEMA DE ENGRAPADO O LIGADURA, PARA CLIP DE POLIMERO NO ABSORBIBLE",89.59 ,0 ,0 ,0 ,0,0.00,,
209155001,"GUANTES QUIRÈRGICOS LIBRES DE LATEX Y POLVO, ESTêRIL  SE SOLICITA TAMA•O 6 1/2",1.31 ,0 ,0 ,0 ,0,0.00,,
209155101,"GUANTES QUIRÈRGICOS LIBRES DE LATEX Y POLVO, ESTêRIL                      (SE SOLICITA TAMA•O 7)",1.64 ,0 ,0 ,0 ,0,0.00,,
209155201,"GUANTES QUIRÈRGICOS LIBRES DE LATEX Y POLVO, ESTêRIL . SE SOLICITA TAMA•O 7.5",1.64 ,0 ,0 ,0 ,0,0.00,,
209158201,GLUCONATO DE CLORHEXIDINA AL 4% EN ESPUMA PARA ANTISEPSIA DE MANO.   ( LA EMPRESA QUE SE LE ADJUDIQUE DEBE PROPORCIONAR ELSISTEMA DE DISPENSACION POR BOMBA DE PIE) ,28.94 ,0 ,0 ,0 ,0,0.00,,
209158301,"GUANTES DE NITRILO PARA EXAMEN SIN POLVO, NO ESTêRIL.       (SE SOLICITA TAMA•O MEDIANO)",0.04 ,0 ,0 ,0 ,0,0.00,,
209158401,"GUANTES DE NITRILO PARA EXAMEN SIN POLVO, NO ESTêRIL.     (SE SOLICITA TAMA•O GRANDE)",0.04 ,0 ,0 ,0 ,0,0.00,,
209160401,SOLUCION QUIRURGICA ANTISEPTICO PARA LA PIEL. SE SOLICITA VOLUMEN DE 26ML,11.31 ,0 ,0 ,0 ,0,0.00,,
209163501,"SUTURA: POLIPROPILENO MONOFILAMENTO, CALIBRE 6-0  ( 1/2 de circulo)",4.46 ,0 ,0 ,0 ,0,0.00,,
209163901,"INJERTO VASCULAR CONICO CON ANILLOS INTEGRADOS AL PTFE.   (SE SOLICITA: CON HEPARINA BIOACTIVA, CAN ANILLO INTEGRAD, INJERTO VASCULAR C‡NICO Entre 4MM y 6MM ,Longitud 45CM).","1,815.00 ",0 ,0 ,0 ,0,0.00,,
209168001,"INJERTO VASCULAR CONICO CON ANILLOS INTEGRADOS AL PTFE.   SE SOLICITA:  CON HEPARINA BIOACTIVA, CAN ANILLO INTEGRAD, INJERTO VASCULAR C‡NICO ENTRE 4MM y  7MM , LONGITUD 45CM","1,850.00 ",300 ,0 ,0 ,300,"555,000.00",,
209170601,"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):",19.95 ,"33,888 ",192 ,0 ,"34,080","679,749.12",,
209171801,LENTE INTRAOCULAR PLEGABLE DE ACRILICO HIDROFOBICO DE +10.00 A +30.00 DIOPTRIAS.,39.90 ,0 ,4 ,0 ,4,159.60,,
209175902,"CEPILLO PARA LAVADO QUIRURGICO DESECHABLE CON CLOREXIDINA AL 4%,ESTERIL",0.68 ,0 ,0 ,0 ,0,0.00,,
209193700,DELANTAL PROTECTOR DE FLUIDOS   (JUMSUIT) ,41.13 ,"395,600 ","15,600 ","7,896 ","419,096","17,237,418.48",,
209196401,"Cuchillete con Mango de 15ß hasta 45ß  (se solicita de 15¯) Desechable, esteril, con hoja en forma de lanceta de una sola pieza de 3 a 5mm.",10.95 ,0 ,0 ,0 ,0,0.00,,
209203101,GLUCONATO DE CLORHEXIDINA AL 2% EN ESPUMA PARA ANTISEPSIA DE MANO. ( LA EMPRESA QUE SE LE ADJUDIQUE DEBE PROPORCIONAR EL SISTEMA DE DISPENSACION POR BOMBA DE PIE)  ,19.25 ,0 ,0 ,0 ,0,0.00,,
209214901,CANULA NASOFARINGEA DE 32 FR A 36 FR.                 (SE SOLOCITA TAMA•0 32FR) ,3.69 ,"5,360 ",400 ,0 ,"5,760","21,275.14",,
209215001,CANULA NASOFARINGEA  DE 32 FR A 36 FR.                        (SE SOLOCITA TAMA•0 34FR),3.69 ,"2,920 ",400 ,0 ,"3,320","12,239.51",,
209215101,CANULA NASOFARINGEA  DE 28 FR A 30 FR. SE SOLOCITA TAMA•0 30FR      ,3.69 ,0 ,840 ,0 ,840,"3,102.46",,
209215201,CANULA NASOFARINGEA  DE 28 FR A 30 FR. SE SOLOCITA TAMA•0 28FR   ,3.65 ,360 ,400 ,0 ,760,"2,777.04",,
209223001,"CAL SODADA SIN PRODUCCION DEL COMPUESTO A. SE SOLICITA BOLSA DE 1KG? Indicador de violeta de etilo <1%? Hidr¢xido de calcio de porcentaje de peso >75%.? En caso que contenga catalizador: Cloruro de litio de % de peso entre 0% y 3% ¢ Hidr¢xido de Sodio entre 0% y 2%
",110.17 ,0 ,0 ,0 ,0,0.00,,
209235401,"GASA 2"" X 2"" X 16 DOBLECES, ESTêRIL",0.03 ,0 ,0 ,0 ,0,0.00,,
209235501,"GASA 2"" X 2"" X 16 DOBLECES CON ELEMENTO RADIOPACO, ESTERIL",0.03 ,0 ,0 ,0 ,0,0.00,,
209235601,"GASA 3"" X 3"" X 16 DOBLECES, ESTERIL",0.07 ,"223,100 ",0 ,"14,900 ","238,000","15,708.00",,
209235801,"GASA 8"" X 4"" X 16 DOBLECES, ESTêRIL",0.07 ,0 ,0 ,0 ,0,0.00,,
209235901,"GASA 8"" X 4"" X 16 DOBLECES CON ELEMENTOS RADIOPACO, ESTêRIL",0.26 ,0 ,0 ,0 ,0,0.00,,
209236101,"GASA SIMPLE 4"" X 4"" X 16 ESTêRIL",0.21 ,0 ,0 ,0 ,0,0.00,,
209244001,"AGUJAS PARA LOCALIZACION Y BLOQUEO DE NERVIO PERIFERICO.                             (SE SOLICITA TAMA•O 22Ga X 2"").",11.80 ,"1,780 ",80 ,0 ,"1,860","21,948.00",,
209268501,"CIRCUITO DESECHABLE DE VENTILADOR INTEGRADO DE HUMIDIFICACI‡N PASIVA Y
FILTRACI‡N DE 72 HORAS DE USO",79.00 ,"3,880 ","1,880 ",200 ,"5,960","470,840.00",,
209269601,"GUANTES DE NITRILO PARA EXAMEN SIN POLVO, NO ESTêRIL. SE SOLICITA TAMA•O CHICO",0.04 ,0 ,0 ,0 ,0,0.00,,
209270001,"SET DE ROPA
",12.34 ,"66,218 ",0 ,120 ,"66,338","818,610.92",,
209286501,"CINTURON SEGURIDAD PARA MARCHA DE ADULTO                    (SE SOLICITA TAMA•O PEQUE•A DE 34""-30"")",82.72 ,150 ,76 ,0 ,226,"18,695.48",,
209286601,"CINTURON SEGURIDAD PARA MARCHA ADULTO.  (SE SOLICITA MEDIANO 30""-44"")",110.00 ,492 ,0 ,0 ,492,"54,120.00",,
209286701,"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")",82.72 ,416 ,152 ,0 ,568,"46,986.89",,
209292901,BOLSA PARA OBTENCI‡N DE MUESTRAS EN CIRUG÷A LAPAROSC‡PICA (Se solicita de 6.4cm x 15cm),150.00 ,0 ,0 ,0 ,0,0.00,,
209296301,TIJERA PARA CORTE Y LIGADURA DE CORD‡N UMBILICAL CON BISTUR÷. ,183.75 ,0 ,0 ,0 ,0,0.00,,
209298301,SET DE ROPA DESECHABLE PARA CIRUGIA OFTALMOLOGICA,39.99 ,"9,082 ",0 ,610 ,"9,692","387,583.08",,
209313501,"CUCHILLETE     (SE SOLICITA  2,2mm)",11.98 ,0 ,0 ,720 ,720,"8,622.00",,
209321101,SISTEMA DE DRENAJE TORACICO DE TRES CAMARAS. SE SOLICITA DRENAJE CERRADO DE 1 TUBO,37.13 ,0 ,0 ,0 ,0,0.00,,
209330401,"RESPIRADORES CONTRA PARTICULAS DE ALTA FILTRACION N95 CON O SIN VALVULA DE EXALACION.                                                                                                   (SOLICITAMOS TAMA•O MEDIANO ,SIN VALVULA DE EXALACION)",0.97 ,0 ,0 ,0 ,0,0.00,,
209332801,BANDEJA DE ANESTESIA EPIDURAL CONTINUA DESECHABLE CON MEDICAMENTO. SE SOLICITA AGUJA TUOHY/HUBER DE 17G X 88 a 90mm SIN ALAS,30.00 ,0 ,0 ,400 ,400,"12,000.00",,
209338801,"EMPAQUES O COMPRESA CALIENTE (SE SOLICITA CONTORNO PARA CUELLO 61X15 CM 24"" X 6"")",36.64 ,0 ,40 ,0 ,40,"1,465.64",,
209355401,"BOLSA MIXTA TERMOSELLABLE PARA ESTERILIZAR, 6"" X 12"" (150 X 300MM)",0.11 ,"214,120 ","119,900 ",500 ,"334,520","36,797.20",,
209375401,"JUEGO COMPLETO PARA CATETERIZACI‡N VESICAL CON SONDA FOLEY SE SOLICITA 16Fr DE SILICONA, CAPACIDAD DE BOLSA DE 2000cc, Soluci¢n para limpieza de Clorexidina acuosa al 1% CON Jeringuilla prellenada con agua bidestilada de  10cc CON UN PAR DE GUANTES DE NITRILO O VINILO",15.91 ,"17,000 ","1,420 ",80 ,"18,500","294,335.00",,
209375601,"JUEGO COMPLETO PARA CATETERIZACI‡N VESICAL CON SONDA FOLEY SE SOLICITA 18Fr DE SILICONA, CAPACIDAD DE BOLSA DE 2000cc, Soluci¢n para limpieza de Clorexidina acuosa al 1% CON Jeringuilla prellenada con agua bidestilada de  10cc CON UN PAR DE GUANTES DE NITRILO O VINILO",13.00 ,"11,668 ",0 ,80 ,"11,748","152,724.00",,
209377501,"GUANTES QUIRÈRGICOS LIBRES DE LATEX Y POLVO, ESTêRIL  SE SOLICITA TAMA•O 6",1.64 ,0 ,0 ,0 ,0,0.00,,
209393201,APOSITO DE ESPUMA 3D CON PLATA IONICA SE SOLICITA APOSITO NO ADHESIVO TAMA•O 10X 10CM ,21.00 ,"16,560 ",790 ,400 ,"17,750","372,750.00",,
209416401,"JUEGO COMPLETO PARA SUCCI‡N DE V÷AS RESPIRATORIAD, PEDIATRICO Y ADULTO. SE SOLICITA TAMA•O 6FR",1.37 ,"2,400 ",200 ,0 ,"2,600","3,562.00",,
209419501,DETERGENTE LIQUIDO CON ENZIMAS (SE SOLICITA DE 4 ENZIMA),35.63 ,"3,140 ","1,052 ",752 ,"4,944","176,154.72",,
209419601,TORRE DE HISTEROSCOPIA DE FLUJO CONTINUO PARA GINECOLOGIA:   SE SOLICITA ACCESORIO  JUEGOS DE TUBOS DE SILICON REUSABLE,55.36 ,80 ,0 ,0 ,80,"4,428.80",,
209422201,"MULTICAPA DE TRIPLEACCION A BASE DE OCTENIDINA Y ACIDO HIALURONICO TAMA•O: 10CM X 10CM (3.9"" X 3.9"")",0.11 ,0 ,0 ,0 ,0,0.00,,
209423401,CATETER DE ARTERIA RADIAL PARA MONITORIZACION DE PRESION Y TOMA DE MUESTRAS SE SOLICITA CON ALETAS DE 3Fr Y 5cms DE LONGITUD DE POLIURETANO CON PUNTA RECTA,76.00 ,0 ,0 ,0 ,0,0.00,,
209434101,TIJERA PARA BISTURI ARMONICO CON CONTROL MANUAL Y ALTA FRECUENCIA.  (SE SOLICITA VASTAGO DE 9CM),"1,090.00 ",0 ,0 ,0 ,0,0.00,,
209443301,"GUANTES QUIRÈRGICOS DE LµTEX, ESTêRIL (Se solicita tama§o 6)                                                                                                                                                                                                                                                     ",0.28 ,0 ,0 ,0 ,0,0.00,,
209454501,BOLSA INFUSORA A PRESION .SE SOLICITA BOLSA DE 1000cc DE CAPACIDAD,51.38 ,0 ,340 ,0 ,340,"17,469.20",,
209458401,MATRIZ EXTRACELULAR TEJIDO FIBROSO (Se solicita de 5 x 5cm) ,70.07 ,0 ,0 ,0 ,0,0.00,,
209459201,SET DE ROPA PARA CITOSCOP÷A,25.98 ,"35,328 ",232 ,960 ,"36,520","948,789.60",,
209462801,FERULAS SINTETICAS EN ROLLO SE SOLICITA DE 7.5CM X 4.6M,112.06 ,26 ,24 ,8 ,58,"6,499.48",,
209462901,FERULA SINTETICAS EN ROLLO SE SOLICITA DE 12.5CM X 4.6M,163.88 ,680 ,24 ,80 ,784,"128,481.92",,
209464201,FERULAS SINTETICAS EN ROLLO SE SOLICITA DE 5CM X 4.6M,92.04 ,0 ,188 ,0 ,188,"17,303.52",,
209464301,"FERULAS SINTETICAS EN ROLLO SE SOLICITA DE 10CM X 4,6M",138.50 ,0 ,40 ,10 ,50,"6,925.00",,
209471301,JUEGO DE ROPA DESECHABLE PARA CAMA DE PACIENTE,3.39 ,"95,910 ",900 ,"2,200 ","99,010","335,643.90",,
209472501,"VENDA DE YESO DE POLIESTER SE SOLICITA 5""X4 YARDAS. ",6.23 ,"35,816 ",200 ,0 ,"36,016","224,379.68",,
209472601,BANDEJA PARA INSERCION DE SONDA VESICAL ,1.90 ,0 ,0 ,0 ,0,0.00,,
209479001,BOLSA INFUSORA A PRESION. SE SOLICITA BOLSA DE 500cc DE CAPACIDAD,21.60 ,0 ,0 ,0 ,0,0.00,,
209484301,"BANDEJA PARA CATETERIZACION VENOSO CENTRAL DOBLE LUMEN NEONATAL.  SE SOLICITA 4FR X 5CM, DE POLIURETANO",64.50 ,800 ,0 ,0 ,800,"51,600.00",,
